Date,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Daging Ayam,Daging Ayam Ras Segar (kg),Daging Sapi,Daging Sapi Kualitas 1 (kg),Daging Sapi Kualitas 2 (kg),Telur Ayam,Telur Ayam Ras Segar(kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg),Minyak Goreng,Minyak Goreng Curah (kg),Minyak Goreng Kemasan Bermerk 1 (kg),Minyak Goreng Kemasan Bermerk 2 (kg),Gula Pasir,Gula Pasir Kualitas Premium (kg),Gula Pasir Lokal (kg)
28/05/2018,11700,10600,10300,11850,11650,13000,12600,35550,35550,115150,118850,110150,25700,25700,36050,36050,28450,28450,36750,38850,35400,35200,33700,37500,13700,11900,14850,14150,13950,15650,12550
30/05/2018,11700,10600,10250,11900,11650,13050,12650,35250,35250,115650,119300,110350,25700,25700,36300,36300,28800,28800,35850,38000,34750,35700,34350,37900,13700,11900,14850,14100,14000,15700,12600
31/05/2018,11700,10600,10250,11850,11650,13000,12600,35100,35100,115450,119150,110150,25500,25500,36050,36050,28500,28500,34950,37000,33900,35400,33900,37550,13700,11900,14850,14100,13950,15700,12550
01/06/2018,11700,10600,10250,11850,11650,13000,12600,35100,35100,115450,119150,110150,25500,25500,36050,36050,28500,28500,34950,37000,33900,35400,33900,37550,13700,11900,14850,14100,13950,15700,12550
04/06/2018,11700,10650,10250,11850,11600,13000,12600,35100,35100,115750,119450,110400,25250,25250,35850,35850,28350,28350,34500,36450,33400,36300,34000,38350,13700,11900,14750,14150,13900,15650,12550
05/06/2018,11700,10600,10250,11850,11650,13000,12600,35100,35100,116000,119550,110800,25200,25200,35700,35700,28100,28100,34350,36450,33100,36500,34000,38700,13700,11900,14750,14150,13900,15650,12550
06/06/2018,11700,10600,10300,11850,11650,13000,12600,35350,35350,115850,119500,110900,25250,25250,35700,35700,28200,28200,35300,37550,33750,37350,34850,39700,13700,11950,14750,14150,13950,15650,12550
07/06/2018,11700,10600,10300,11800,11650,13000,12600,35400,35400,115750,119400,110850,25150,25150,35700,35700,28200,28200,35300,37350,34250,37950,35150,40450,13700,11900,14750,14150,13900,15650,12550
08/06/2018,11700,10600,10250,11800,11650,13000,12600,35550,35550,115950,119550,111100,25150,25150,35650,35650,28350,28350,35750,37950,34550,38700,35900,41400,13700,11900,14750,14150,13900,15650,12550
11/06/2018,11700,10600,10300,11850,11650,13000,12600,36950,36950,118800,122200,113950,25150,25150,35900,35900,28750,28750,43500,46000,42150,42650,38900,46300,13700,11900,14750,14150,13900,15650,12550
12/06/2018,11700,10600,10300,11850,11650,13000,12600,38050,38050,120200,123850,115000,25300,25300,36150,36150,29000,29000,46200,48800,44850,43800,39850,47450,13700,11900,14750,14150,13900,15650,12550
13/06/2018,11650,10500,10250,11800,11600,12950,12600,38850,38850,122250,126300,116850,24950,24950,35950,35950,28900,28900,47850,50850,46300,45400,40050,50850,13600,11850,14700,14050,13900,15550,12550
14/06/2018,11650,10500,10250,11800,11600,12950,12600,38850,38850,122250,126300,116850,24950,24950,35950,35950,28900,28900,47850,50850,46300,45400,40050,50850,13600,11850,14700,14050,13900,15550,12550
18/06/2018,11700,10600,10300,11850,11650,13000,12600,39500,39500,118500,122100,113750,25300,25300,36150,36150,29650,29650,46600,49000,45650,46850,42250,50750,13700,11950,14750,14150,13900,15650,12550
19/06/2018,11700,10600,10300,11850,11650,13000,12600,39300,39300,118100,121650,113350,25300,25300,35850,35850,29650,29650,44800,46800,43900,46950,42900,49950,13700,11900,14750,14150,13900,15650,12550
20/06/2018,11700,10600,10300,11850,11650,13000,12650,39150,39150,117400,121000,112550,25350,25350,35750,35750,29450,29450,43000,45100,42050,45600,41750,48350,13750,11950,14850,14150,13950,15700,12550
21/06/2018,11700,10600,10300,11850,11650,13000,12600,38850,38850,117500,121000,112750,25100,25100,35650,35650,29300,29300,40850,43000,39700,44550,41450,46750,13700,11900,14800,14150,13900,15650,12550
22/06/2018,11700,10600,10300,11850,11650,13000,12600,38700,38700,117000,120550,112300,25100,25100,35400,35400,29100,29100,38850,40550,38150,42750,39800,44850,13700,11900,14750,14150,13900,15650,12550
